row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,target,target_text,target_num_tokens,target_logprob,avg_target_logprob,model,mean_logprob_per_example,mean_logprob_per_token
25736818,25,*,600,15000,25 * 600 =,1027,128,42,1,3.011993114659257,2.110589710299249,1.6334684555795866,0.3010299956639812,15000,15000,2,-15.09375,-7.546875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
39209283,484,+,300,784,484 + 300 =,9,291,106,2,1.0,2.4653828514484184,2.0293837776852097,0.47712125471966244,784,784,2,-12.3203125,-6.16015625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
33274030,116,*,117,13572,116 * 117 =,47,22,1,1,1.6812412373755872,1.3617278360175928,0.3010299956639812,0.3010299956639812,13572,13572,2,-20.84375,-10.421875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
64138492,-7,/,-7,1,-7 / -7 =,381,11,8225,1,2.582063362911709,1.0791812460476249,3.9151887051731564,0.3010299956639812,1,1,1,-10.234375,-10.234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
110961058,4096,/,512,8,4096 / 512 =,127,5885,4817,9,2.1072099696478683,3.769820257763592,3.6828667956623247,1.0,8,8,1,-9.5390625,-9.5390625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
80720574,3600,+,1800,5400,3600 + 1800 =,49,40,23,1,1.6989700043360187,1.6127838567197355,1.380211241711606,0.3010299956639812,5400,5400,2,-12.1953125,-6.09765625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
27242305,4080,+,16,4096,4080 + 16 =,4,2263,219,1,0.6989700043360189,3.354876422516234,2.342422680822206,0.3010299956639812,4096,4096,2,-12.96875,-6.484375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
117535346,42,*,24,1008,42 * 24 =,368,1119,17,1,2.56702636615906,3.0492180226701815,1.255272505103306,0.3010299956639812,1008,1008,1,-11.2734375,-11.2734375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
97441308,1,*,36,36,1 * 36 =,25718,516,1048,1,4.410254078446397,2.7134905430939424,3.020775488193558,0.3010299956639812,36,36,1,-9.3828125,-9.3828125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
128047360,16,*,512,8192,16 * 512 =,2175,5885,65,6,3.3376588910261424,3.769820257763592,1.8195439355418688,0.8450980400142568,8192,8192,2,-12.46875,-6.234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
123731358,0,+,6,6,0 + 6 =,9343,7366,6580,52,3.9705328297683242,3.867290669854884,3.818291890799996,1.7242758696007892,6,6,1,-5.71875,-5.71875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
49470941,174,/,6,29,174 / 6 =,19,7366,299,1,1.3010299956639813,3.867290669854884,2.4771212547196626,0.3010299956639812,29,29,1,-9.2890625,-9.2890625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
98586726,-56,+,44,-12,-56 + 44 =,20,173,118,1,1.3222192947339193,2.2405492482825995,2.075546961392531,0.3010299956639812,-12,-12,2,-10.875,-5.4375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
53252363,431,-,431,0,431 - 431 =,7,5,12269,1,0.9030899869919435,0.7781512503836436,4.0888445627270045,0.3010299956639812,0,0,1,-7.64453125,-7.64453125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
132805170,50,*,300,15000,50 * 300 =,1013,291,42,3,3.0060379549973173,2.4653828514484184,1.6334684555795866,0.6020599913279624,15000,15000,2,-13.875,-6.9375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
77575566,300,-,36,264,300 - 36 =,449,516,41,1,2.6532125137753435,2.7134905430939424,1.6232492903979006,0.3010299956639812,264,264,1,-12.6640625,-12.6640625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
83537684,-18,/,9,-2,-18 / 9 =,82,3785,3371,1,1.919078092376074,3.5781806096277777,3.527887565952705,0.3010299956639812,-2,-2,2,-16.546875,-8.2734375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
127971687,21,/,7,3,21 / 7 =,803,5566,10255,23,2.905256048748451,3.7456212213069384,4.010978012174742,1.380211241711606,3,3,1,-9.09375,-9.09375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
47993925,42,-,9,33,42 - 9 =,368,3785,373,2,2.56702636615906,3.5781806096277777,2.5728716022004803,0.47712125471966244,33,33,1,-9.5,-9.5,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
31631253,-159,+,46,-113,-159 + 46 =,8,150,2,1,0.9542425094393249,2.1789769472931693,0.47712125471966244,0.3010299956639812,-113,-113,2,-13.96875,-6.984375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
117131741,6,+,22,28,6 + 22 =,6247,592,667,3,3.7957410208692437,2.7730546933642626,2.824776462475546,0.6020599913279624,28,28,1,-8.6484375,-8.6484375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
117919884,2,+,331,333,2 + 331 =,22476,12,41,1,4.35173834558076,1.1139433523068367,1.6232492903979006,0.3010299956639812,333,333,1,-11.3515625,-11.3515625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
54944848,39,*,200,7800,39 * 200 =,254,420,12,2,2.406540180433955,2.6242820958356683,1.1139433523068367,0.47712125471966244,7800,7800,2,-15.3515625,-7.67578125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
51050882,144,-,36,108,144 - 36 =,172,516,182,1,2.2380461031287955,2.7134905430939424,2.2624510897304293,0.3010299956639812,108,108,1,-10.5703125,-10.5703125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118297795,4,*,440,1760,4 * 440 =,11121,23,13,8,4.046182890740882,1.380211241711606,1.146128035678238,0.9542425094393249,1760,1760,2,-15.53125,-7.765625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
110121812,8192,*,512,4194304,8192 * 512 =,44,5885,9,1,1.6532125137753437,3.769820257763592,1.0,0.3010299956639812,4194304,4194304,3,-14.34375,-4.78125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
126213390,1,+,63,64,1 + 63 =,25718,153,810,2,4.410254078446397,2.187520720836463,2.909020854211156,0.47712125471966244,64,64,1,-8.8828125,-8.8828125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
125299447,512,-,400,112,512 - 400 =,258,175,135,1,2.413299764081252,2.24551266781415,2.1335389083702174,0.3010299956639812,112,112,1,-13.1875,-13.1875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
96129260,79,+,10,89,79 + 10 =,86,4789,70,1,1.9395192526186185,3.680335513414563,1.8512583487190752,0.3010299956639812,89,89,1,-10.4453125,-10.4453125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
120384387,15,*,256,3840,15 * 256 =,1727,337,21,2,3.2375437381428744,2.5289167002776547,1.3424226808222062,0.47712125471966244,3840,3840,2,-15.2265625,-7.61328125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
116984228,144,/,72,2,144 / 72 =,172,212,15071,5,2.2380461031287955,2.3283796034387376,4.178170885448802,0.7781512503836436,2,2,1,-9.7890625,-9.7890625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
83687007,962,+,193,1155,962 + 193 =,6,14,5,1,0.8450980400142568,1.1760912590556813,0.7781512503836436,0.3010299956639812,1155,1155,2,-13.359375,-6.6796875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
126286660,59,*,59,3481,59 * 59 =,85,99,1,1,1.9344984512435677,2.0,0.3010299956639812,0.3010299956639812,3481,3481,2,-19.90625,-9.953125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
103588670,433,-,413,20,433 - 413 =,7,4,2291,1,0.9030899869919435,0.6989700043360189,3.3602146132953523,0.3010299956639812,20,20,1,-10.8125,-10.8125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
101627629,32,*,71,2272,32 * 71 =,1121,73,1,1,3.0499928569201424,1.8692317197309762,0.3010299956639812,0.3010299956639812,2272,2272,2,-16.78125,-8.390625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118651917,769,+,416,1185,769 + 416 =,5,18,3,2,0.7781512503836436,1.2787536009528289,0.6020599913279624,0.47712125471966244,1185,1185,2,-13.5078125,-6.75390625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
127621415,91,+,31,122,91 + 31 =,101,303,36,1,2.0086001717619175,2.482873583608754,1.568201724066995,0.3010299956639812,122,122,1,-10.53125,-10.53125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
114310861,158,-,160,-2,158 - 160 =,33,109,3371,1,1.5314789170422551,2.041392685158225,3.527887565952705,0.3010299956639812,-2,-2,2,-11.4921875,-5.74609375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
38425585,158,+,57,215,158 + 57 =,33,120,22,1,1.5314789170422551,2.08278537031645,1.3617278360175928,0.3010299956639812,215,215,1,-11.7734375,-11.7734375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
119317566,74,+,14,88,74 + 14 =,83,1127,151,1,1.9242792860618816,3.0523090996473234,2.1818435879447726,0.3010299956639812,88,88,1,-10.234375,-10.234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
99174694,1299,-,1214,85,1299 - 1214 =,3,2,171,1,0.6020599913279624,0.47712125471966244,2.2355284469075487,0.3010299956639812,85,85,1,-12.2578125,-12.2578125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
89093209,108,+,12,120,108 + 12 =,105,2917,729,2,2.0253058652647704,3.4650852875574327,2.863322860120456,0.47712125471966244,120,120,1,-9.4609375,-9.4609375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
124463966,1111,-,22,1089,1111 - 22 =,21,592,35,1,1.3424226808222062,2.7730546933642626,1.5563025007672873,0.3010299956639812,1089,1089,2,-13.671875,-6.8359375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
79546822,191,*,111,21201,191 * 111 =,22,92,1,1,1.3617278360175928,1.968482948553935,0.3010299956639812,0.3010299956639812,21201,21201,2,-17.859375,-8.9296875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
70507644,12345678,*,1,12345678,12345678 * 1 =,16,28252,2,2,1.2304489213782739,4.4510645694747835,0.47712125471966244,0.47712125471966244,12345678,12345678,2,-7.96484375,-3.982421875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
80341552,500,*,64,32000,500 * 64 =,336,602,13,1,2.5276299008713385,2.780317312140151,1.146128035678238,0.3010299956639812,32000,32000,2,-15.578125,-7.7890625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
92851311,6844087441,-,1,6844087440,6844087441 - 1 =,1,28252,1,1,0.3010299956639812,4.4510645694747835,0.3010299956639812,0.3010299956639812,6844087440,6844087440,4,-17.734375,-4.43359375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
92321131,25005000,/,2,12502500,25005000 / 2 =,1,28880,1,1,0.3010299956639812,4.460612226534829,0.3010299956639812,0.3010299956639812,12502500,12502500,3,-23.8125,-7.93359375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
71920943,4,*,25000000,100000000,4 * 25000000 =,11121,4,12,4,4.046182890740882,0.6989700043360189,1.1139433523068367,0.6989700043360189,100000000,100000000,2,-13.21875,-6.609375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
18902521,1273,-,1271,2,1273 - 1271 =,1,1,15071,1,0.3010299956639812,0.3010299956639812,4.178170885448802,0.3010299956639812,2,2,1,-9.1171875,-9.1171875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
33438602,-18,-,2,-20,-18 - 2 =,82,28880,73,1,1.919078092376074,4.460612226534829,1.8692317197309762,0.3010299956639812,-20,-20,2,-11.890625,-5.9453125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
52753572,-12,+,-1,-13,-12 + -1 =,143,295,108,1,2.1583624920952498,2.4712917110589387,2.037426497940624,0.3010299956639812,-13,-13,2,-11.2265625,-5.61328125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
7800040,65320,/,2,32660,65320 / 2 =,1,28880,1,1,0.3010299956639812,4.460612226534829,0.3010299956639812,0.3010299956639812,32660,32660,2,-15.390625,-7.6953125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
30562378,18432,/,6,3072,18432 / 6 =,2,7366,47,1,0.47712125471966244,3.867290669854884,1.6812412373755872,0.3010299956639812,3072,3072,2,-13.71875,-6.859375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
2238437,190,-,135,55,190 - 135 =,54,70,299,1,1.7403626894942439,1.8512583487190752,2.4771212547196626,0.3010299956639812,55,55,1,-10.9375,-10.9375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
68128097,21300,+,15000,36300,21300 + 15000 =,1,17,2,1,0.3010299956639812,1.255272505103306,0.47712125471966244,0.3010299956639812,36300,36300,2,-12.765625,-6.3828125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
131773700,30,+,24,54,30 + 24 =,1370,1119,348,4,3.1370374547895126,3.0492180226701815,2.5428254269591797,0.6989700043360189,54,54,1,-9.34375,-9.34375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
18359777,93,*,4,372,93 * 4 =,63,14623,18,1,1.806179973983887,4.165066178389756,1.2787536009528289,0.3010299956639812,372,372,1,-11.640625,-11.640625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
62852639,817171,-,808753,8418,817171 - 808753 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,8418,8418,2,-16.3125,-8.15625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
19880625,-207,+,210,3,-207 + 210 =,3,55,10255,1,0.6020599913279624,1.7481880270062005,4.010978012174742,0.3010299956639812,3,3,1,-5.875,-5.875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
44537416,8000,+,99000,107000,8000 + 99000 =,50,1,1,1,1.7075701760979363,0.3010299956639812,0.3010299956639812,0.3010299956639812,107000,107000,2,-12.28125,-6.140625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
90060039,12,-,-3,15,12 - -3 =,3017,85,2086,1,3.479719235439571,1.9344984512435677,3.3195224490654542,0.3010299956639812,15,15,1,-8.640625,-8.640625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
94039732,900000,*,65536,58982400000,900000 * 65536 =,10,36,1,1,1.041392685158225,1.568201724066995,0.3010299956639812,0.3010299956639812,58982400000,58982400000,4,-23.609375,-5.90234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
37541823,89,-,45,44,89 - 45 =,80,419,276,1,1.9084850188786497,2.6232492903979003,2.4424797690644486,0.3010299956639812,44,44,1,-9.4140625,-9.4140625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
65014056,89,+,96,185,89 + 96 =,80,171,39,1,1.9084850188786497,2.2355284469075487,1.6020599913279625,0.3010299956639812,185,185,1,-11.4765625,-11.4765625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
40066565,685,+,8,693,685 + 8 =,4,6642,11,1,0.6989700043360189,3.8223642524415493,1.0791812460476249,0.3010299956639812,693,693,1,-11.546875,-11.546875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
102536602,57,*,962,54834,57 * 962 =,154,5,1,1,2.1903316981702914,0.7781512503836436,0.3010299956639812,0.3010299956639812,54834,54834,2,-16.828125,-8.4140625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
128885480,505,+,1008,1513,505 + 1008 =,8,8,3,1,0.9542425094393249,0.9542425094393249,0.6020599913279624,0.3010299956639812,1513,1513,2,-17.15625,-8.578125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
128899327,102,+,48,150,102 + 48 =,61,476,336,3,1.792391689498254,2.678518379040114,2.5276299008713385,0.6020599913279624,150,150,1,-10.34375,-10.34375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
94465651,36,*,0,0,36 * 0 =,686,8250,12269,1,2.8369567370595505,3.9165065871151556,4.0888445627270045,0.3010299956639812,0,0,1,-9.0859375,-9.0859375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
17674113,3000,*,250,750000,3000 * 250 =,142,147,6,1,2.155336037465062,2.1702617153949575,0.8450980400142568,0.3010299956639812,750000,750000,2,-15.546875,-7.7734375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
13751135,15084,/,3,5028,15084 / 3 =,3,18022,1,1,0.6020599913279624,4.2558270827032345,0.3010299956639812,0.3010299956639812,5028,5028,2,-16.4375,-8.21875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
119806584,255,-,265,-10,255 - 265 =,262,13,251,1,2.419955748489758,1.146128035678238,2.401400540781544,0.3010299956639812,-10,-10,2,-14.03125,-7.015625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
18813569,2160258917,-,2160254627,4290,2160258917 - 2160254627 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,4290,4290,2,-18.8125,-9.40625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
123892896,108,+,396,504,108 + 396 =,105,8,48,2,2.0253058652647704,0.9542425094393249,1.6901960800285136,0.47712125471966244,504,504,1,-11.609375,-11.609375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
114436714,179,-,183,-4,179 - 183 =,16,19,2724,2,1.2304489213782739,1.3010299956639813,3.4353665066126613,0.47712125471966244,-4,-4,2,-10.578125,-5.2890625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
125740197,-24,-,6,-30,-24 - 6 =,56,7366,36,1,1.7558748556724915,3.867290669854884,1.568201724066995,0.3010299956639812,-30,-30,2,-12.0,-6.0,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
111158643,33,-,18,15,33 - 18 =,295,939,2086,4,2.4712917110589387,2.9731278535996988,3.3195224490654542,0.6989700043360189,15,15,1,-8.546875,-8.546875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
15128333,84,*,5,420,84 * 5 =,133,10853,86,1,2.1271047983648077,4.035589817243458,1.9395192526186185,0.3010299956639812,420,420,1,-11.9765625,-11.9765625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
40667968,208,+,51,259,208 + 51 =,33,125,12,1,1.5314789170422551,2.100370545117563,1.1139433523068367,0.3010299956639812,259,259,1,-12.46875,-12.46875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
91360979,8,*,18150,145200,8 * 18150 =,5236,1,1,1,3.719082573901486,0.3010299956639812,0.3010299956639812,0.3010299956639812,145200,145200,2,-13.8515625,-6.92578125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
128553230,40,-,29,11,40 - 29 =,889,337,2056,1,2.949390006644913,2.5289167002776547,3.313234291694724,0.3010299956639812,11,11,1,-8.2265625,-8.2265625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
128625746,71887,-,2,71885,71887 - 2 =,1,28880,1,1,0.3010299956639812,4.460612226534829,0.3010299956639812,0.3010299956639812,71885,71885,2,-14.859375,-7.4296875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
71749067,2961,*,512,1516032,2961 * 512 =,1,5885,1,1,0.3010299956639812,3.769820257763592,0.3010299956639812,0.3010299956639812,1516032,1516032,3,-24.546875,-8.1875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
12342594,20420,/,2,10210,20420 / 2 =,1,28880,1,1,0.3010299956639812,4.460612226534829,0.3010299956639812,0.3010299956639812,10210,10210,2,-14.359375,-7.1796875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
112019448,6574000,+,540000000,546574000,6574000 + 540000000 =,1,2,1,1,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.3010299956639812,546574000,546574000,4,-13.953125,-3.48828125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
115558990,1000000,/,40,25000,1000000 / 40 =,78,888,35,3,1.8976270912904414,2.9489017609702137,1.5563025007672873,0.6020599913279624,25000,25000,2,-13.6328125,-6.81640625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
100950422,286,+,29,315,286 + 29 =,13,337,33,1,1.146128035678238,2.5289167002776547,1.5314789170422551,0.3010299956639812,315,315,1,-11.6015625,-11.6015625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
80888640,128,/,1,128,128 / 1 =,473,28252,418,2,2.6757783416740852,4.4510645694747835,2.622214022966295,0.47712125471966244,128,128,1,-10.625,-10.625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
74587172,153,-,150,3,153 - 150 =,35,243,10255,2,1.5563025007672873,2.3873898263387296,4.010978012174742,0.47712125471966244,3,3,1,-7.3359375,-7.3359375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118437076,46,-,24,22,46 - 24 =,163,1119,585,1,2.214843848047698,3.0492180226701815,2.767897616018091,0.3010299956639812,22,22,1,-9.4453125,-9.4453125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
115311904,1302,/,14,93,1302 / 14 =,6,1127,59,1,0.8450980400142568,3.0523090996473234,1.7781512503836436,0.3010299956639812,93,93,1,-11.7421875,-11.7421875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
113013206,51,-,16,35,51 - 16 =,169,2263,529,3,2.230448921378274,3.354876422516234,2.724275869600789,0.6020599913279624,35,35,1,-9.46875,-9.46875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
126959789,123,+,46,169,123 + 46 =,137,150,94,3,2.1398790864012365,2.1789769472931693,1.9777236052888478,0.6020599913279624,169,169,1,-9.875,-9.875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
131346718,16,-,16,0,16 - 16 =,2175,2263,12269,30,3.3376588910261424,3.354876422516234,4.0888445627270045,1.4913616938342726,0,0,1,-5.85546875,-5.85546875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
89410844,1229,-,640,589,1229 - 640 =,1,31,7,1,0.3010299956639812,1.505149978319906,0.9030899869919435,0.3010299956639812,589,589,1,-11.75,-11.75,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
81046875,322,-,291,31,322 - 291 =,9,9,283,1,1.0,1.0,2.4533183400470375,0.3010299956639812,31,31,1,-11.0,-11.0,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
15422312,120,+,3,123,120 + 3 =,532,18022,46,1,2.7267272090265724,4.2558270827032345,1.6720978579357175,0.3010299956639812,123,123,1,-10.390625,-10.390625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
121176053,12426,+,2898,15324,12426 + 2898 =,2,2,2,2,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,15324,15324,2,-18.25,-9.125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118703506,8,-,16,-8,8 - 16 =,5236,2263,288,4,3.719082573901486,3.354876422516234,2.4608978427565478,0.6989700043360189,-8,-8,2,-9.8515625,-4.92578125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
132125947,35,/,5,7,35 / 5 =,524,10853,5056,18,2.720159303405957,4.035589817243458,3.7038929536325447,1.2787536009528289,7,7,1,-9.0234375,-9.0234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
115663444,13,*,67108864,872415232,13 * 67108864 =,1299,34,1,1,3.113943352306837,1.5440680443502757,0.3010299956639812,0.3010299956639812,872415232,872415232,4,-25.546875,-6.38671875,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
51067581,2006,+,3,2009,2006 + 3 =,8,18022,6,1,0.9542425094393249,4.2558270827032345,0.8450980400142568,0.3010299956639812,2009,2009,1,-8.90625,-8.90625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
75766429,280,+,10,290,280 + 10 =,65,4789,19,1,1.8195439355418688,3.680335513414563,1.3010299956639813,0.3010299956639812,290,290,1,-10.40625,-10.40625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
122793589,588235294117647,*,8,4705882352941176,588235294117647 * 8 =,21,6642,1,1,1.3424226808222062,3.8223642524415493,0.3010299956639812,0.3010299956639812,4705882352941176,4705882352941176,7,-21.578125,-3.08203125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118448250,3,*,66,198,3 * 66 =,14276,110,81,2,4.15463695951842,2.0453229787866576,1.9138138523837167,0.47712125471966244,198,198,1,-9.3203125,-9.3203125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
105207797,188,*,7,1316,188 * 7 =,28,5566,3,1,1.462397997898956,3.7456212213069384,0.6020599913279624,0.3010299956639812,1316,1316,2,-16.90625,-8.453125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
112217337,17,*,11,187,17 * 11 =,846,1770,33,6,2.9278834103307068,3.248218561190075,1.5314789170422551,0.8450980400142568,187,187,1,-10.25,-10.25,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
41520281,2400,/,48,50,2400 / 48 =,55,476,888,1,1.7481880270062005,2.678518379040114,2.9489017609702137,0.3010299956639812,50,50,1,-11.65625,-11.65625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
118428553,22,+,22,44,22 + 22 =,541,592,276,18,2.733999286538387,2.7730546933642626,2.4424797690644486,1.2787536009528289,44,44,1,-7.98828125,-7.98828125,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
104373700,742,*,20,14840,742 * 20 =,3,2293,1,1,0.6020599913279624,3.360593413565249,0.3010299956639812,0.3010299956639812,14840,14840,2,-14.5546875,-7.27734375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
40073660,1055,*,11,11605,1055 * 11 =,2,1770,1,1,0.47712125471966244,3.248218561190075,0.3010299956639812,0.3010299956639812,11605,11605,2,-18.53125,-9.265625,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
21821138,116,+,44,160,116 + 44 =,47,173,270,1,1.6812412373755872,2.2405492482825995,2.432969290874406,0.3010299956639812,160,160,1,-10.234375,-10.234375,EleutherAI/pythia-1.4b-deduped,-12.41468046875,-8.167552939967106
